STRUCT,Info,3
CPU name:,AMD Ryzen 7 5800X 8-Core Processor             ,
CPU type:,AMD K19 (Zen3) architecture,
CPU clock:,3.79276232 GHz,
TABLE,Region Método de Newton Inteiro.,Group 1 Raw,L2CACHE,6
Region Info,HWThread 0,
RDTSC Runtime [s],176.392300,
call count,1,
Event,Counter,HWThread 0
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC0,84861650000
L2_PF_HIT_IN_L2,PMC1,75123430000
L2_PF_HIT_IN_L3,PMC2,2447779000
L2_PF_MISS_IN_L3,PMC3,36832950000
CORE_TO_L2_CACHE_REQUESTS_HITS,PMC4,51797410000
RETIRED_INSTRUCTIONS,PMC5,712946600000
TABLE,Region Método de Newton Inteiro.,Group 1 Metric,L2CACHE,7
Metric,HWThread 0,
Runtime (RDTSC) [s],176.3923,
L2 request rate,0.2795,
L2 miss rate,0.1015,
L2 miss ratio,0.3631,
L2 accesses,199265809000,
L2 hits,126920840000,
L2 misses,72344969000,
STRUCT,Info,3
CPU name:,AMD Ryzen 7 5800X 8-Core Processor             ,
CPU type:,AMD K19 (Zen3) architecture,
CPU clock:,3.79276232 GHz,
TABLE,Region Jacobiana,Group 1 Raw,L2CACHE,6
Region Info,HWThread 0,
RDTSC Runtime [s],0.238140,
call count,1,
Event,Counter,HWThread 0
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC0,11480180
L2_PF_HIT_IN_L2,PMC1,3355921
L2_PF_HIT_IN_L3,PMC2,42374
L2_PF_MISS_IN_L3,PMC3,19382
CORE_TO_L2_CACHE_REQUESTS_HITS,PMC4,11406210
RETIRED_INSTRUCTIONS,PMC5,3391712
TABLE,Region Jacobiana,Group 1 Metric,L2CACHE,7
Metric,HWThread 0,
Runtime (RDTSC) [s],0.2381,
L2 request rate,4.3924,
L2 miss rate,0.0400,
L2 miss ratio,0.0091,
L2 accesses,14897857,
L2 hits,14762131,
L2 misses,135726,
STRUCT,Info,3
CPU name:,AMD Ryzen 7 5800X 8-Core Processor             ,
CPU type:,AMD K19 (Zen3) architecture,
CPU clock:,3.79276232 GHz,
TABLE,Region Sistema Linear.,Group 1 Raw,L2CACHE,6
Region Info,HWThread 0,
RDTSC Runtime [s],169.165500,
call count,1,
Event,Counter,HWThread 0
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC0,84788890000
L2_PF_HIT_IN_L2,PMC1,75102210000
L2_PF_HIT_IN_L3,PMC2,2447285000
L2_PF_MISS_IN_L3,PMC3,36821960000
CORE_TO_L2_CACHE_REQUESTS_HITS,PMC4,51725360000
RETIRED_INSTRUCTIONS,PMC5,586340300000
TABLE,Region Sistema Linear.,Group 1 Metric,L2CACHE,7
Metric,HWThread 0,
Runtime (RDTSC) [s],169.1655,
L2 request rate,0.3397,
L2 miss rate,0.1234,
L2 miss ratio,0.3632,
L2 accesses,199160345000,
L2 hits,126827570000,
L2 misses,72332775000,
